

-22.8317412,-43.3272899,muitoAlta
-22.8237482,-43.3246683,muitoAlta
-22.83852,-43.3120974,muitoAlta
-22.8294758,-43.3274734,alta
-22.8375268,-43.3320636,alta
-22.8253264,-43.3153567,muitoAlta
-22.8249459,-43.3221319,alta
-22.8332587,-43.3194541,muitoAlta
-22.8373926,-43.3210774,muitoAlta
21231210,779
-22.8264814,-43.3065784,alta
-22.8310958,-43.3504144,alta
-22.8427776,-43.3262394,alta
21220200,639
-22.8424527,-43.3031651,alta
-22.8222531,-43.3311863,alta
-22.8214748,-43.3341592,alta
-22.8531771,-43.3154826,alta
-22.8387473,-43.2681436,alta
-22.8428941,-43.3355731,alta
-22.8420405,-43.3275006,alta
-22.8460094,-43.3516193,alta
-22.8475248,-43.3248024,alta
-22.8138135,-43.3204269,alta
-22.8458788,-43.3789718,moderada
-22.8330461,-43.3351046,moderada
-22.8159631,-43.3182215,moderada
-22.8319072,-43.306425,moderada
-22.8168807,-43.3054058,moderada
-22.8091536,-43.3206531,moderada
-22.8336101,-43.2769957,moderada
-22.8133983,-43.3231092,moderada
-22.8421406,-43.311703,alta
-22.8287705,-43.3454822,moderada
-22.8418243,-43.2606517,moderada
-22.8474688,-43.3199753,moderada
-22.852642,-43.3492111,moderada
-22.8416812,-43.2643668,moderada
-22.8428461,-43.3194534,moderada
-22.8141705,-43.3095503,moderada
-22.8440802,-43.3094623,moderada
-22.8427711,-43.3415381,moderada
-22.8459853,-43.3583109,moderada
-22.9068467,-43.1728965,moderada
-22.8515004,-43.3301827,moderada
21220650,313
-22.8350158,-43.288974,moderada
-22.8163012,-43.3405062,moderada
-22.8273532,-43.3063409,moderada
-22.8516518,-43.3434163,moderada
-22.826689,-43.2868707,moderada
-22.848475,-43.3081661,moderada
-22.839441,-43.2995305,moderada
-22.838943,-43.3533489,moderada
-22.8485694,-43.304234,moderada
-22.8425843,-43.35735,moderada
-22.807127,-43.3577767,moderada
-22.8599537,-43.3430672,moderada
-22.8099774,-43.3257797,moderada
-22.8405593,-43.3019414,moderada
-22.8500859,-43.3096436,moderada
-22.8448043,-43.2626979,moderada
-22.8449199,-43.3142358,moderada
-22.8077936,-43.312079,moderada
-22.8160378,-43.3078683,moderada
-22.8394463,-43.2660873,moderada
-22.8208273,-43.3322833,moderada
-22.8387571,-43.3241817,moderada
-22.8495009,-43.3101197,moderada
-22.8533426,-43.314611,moderada
-22.8208844,-43.2921689,moderada
-22.8352796,-43.3023952,moderada
-22.8470567,-43.3469818,moderada
-22.8582395,-43.348206,moderada
-22.8439001,-43.3069337,moderada
-22.8738789,-43.2719851,moderada
21361130,219
-22.8730777,-43.2625859,moderada
-22.8249767,-43.3054568,moderada
-22.8413613,-43.3470223,moderada
-22.8478013,-43.2613224,moderada
-22.8440802,-43.3094623,moderada
-22.813295,-43.3624359,moderada
-22.8350952,-43.2870863,moderada
-22.80775,-43.3235894,moderada
21210670,208
-22.8095612,-43.3133066,moderada
-22.8382397,-43.2753003,moderada
-22.8737584,-43.3369789,moderada
-22.8451013,-43.3268165,moderada
-22.8294168,-43.2796265,moderada
21070030,185
-22.8096765,-43.3572333,moderada
-22.8434762,-43.346486,moderada
-22.8447971,-43.3668442,moderada
-22.8298991,-43.2943777,moderada
-22.8609742,-43.370659,moderada
-22.8528152,-43.3248943,moderada
-22.830032,-43.2824724,moderada
-22.8739374,-43.2670486,moderada
-22.8154179,-43.3025864,moderada
-22.8526756,-43.3236616,moderada
-22.8589282,-43.3478724,moderada
-22.8341856,-43.2713022,moderada
-22.8355594,-43.2737137,moderada
-22.8375034,-43.3512608,moderada
-22.8300918,-43.2754473,moderada
-22.9068467,-43.1728965,moderada
-22.8162051,-43.3628239,moderada
-22.8271547,-43.2947679,moderada
-22.8524376,-43.3564032,moderada
-22.8274384,-43.3475987,moderada
-22.8565953,-43.2616248,moderada
-22.8503133,-43.2565606,moderada
-22.8482535,-43.2610748,moderada
-22.8184513,-43.3030143,moderada
-22.8174611,-43.3527488,moderada
-22.8527989,-43.3236966,moderada
-22.816402,-43.2987944,moderada
-22.835505,-43.2754516,moderada
-22.8773125,-43.3365814,moderada
-22.8086355,-43.3748377,moderada
-22.8652844,-43.3068728,moderada
-22.8054158,-43.3564639,moderada
-22.8598474,-43.2580715,moderada
-22.8112324,-43.3625273,moderada
-22.8518687,-43.2701531,baixa
-22.8643816,-43.3071219,moderada
-22.8268265,-43.3500374,baixa
-22.865831,-43.2508148,baixa
-22.8773125,-43.3365814,baixa
-22.8447271,-43.3649045,baixa
-22.8263957,-43.2872786,baixa
-22.8427043,-43.2784544,baixa
-22.858246,-43.2625964,baixa
-22.8256011,-43.2785847,baixa
-22.8564439,-43.3118482,baixa
-22.8207231,-43.3635237,baixa
-22.8170898,-43.3450964,baixa
-22.817201,-43.3788423,baixa
-22.8785656,-43.261268,baixa
-22.8448854,-43.2814944,baixa
-22.8289022,-43.2789708,baixa
-22.8503133,-43.2565606,baixa
-22.8567931,-43.312762,baixa
-22.8603382,-43.2543837,baixa
-22.8287383,-43.3531097,baixa
-22.8655382,-43.3692636,baixa
-22.8627108,-43.3419901,baixa
-22.8650532,-43.2940226,baixa
-22.8234412,-43.2959357,baixa
-22.8609742,-43.370659,baixa
-22.8814021,-43.2934758,baixa
-22.8484041,-43.2678081,baixa
-22.8247258,-43.3516525,baixa
-22.8167932,-43.2919971,baixa
-22.8167092,-43.3751102,baixa
-22.8370177,-43.2856506,baixa
-22.8177952,-43.2962942,baixa
-22.8417888,-43.2796875,baixa
21220580,76
-22.8214491,-43.2817229,baixa
-22.8639895,-43.292811,baixa
-22.8234697,-43.2926926,baixa
-22.818429,-43.3609074,baixa
-22.8272426,-43.2827103,baixa
